inventory_id,product_id,warehouse_id,inventory_date,opening_stock,quantity_received,quantity_sold,closing_stock
663,3,3,2026-10-25,278,114,136,218
664,4,4,2026-10-26,200,107,112,212
665,5,5,2026-10-27,269,111,119,260
666,6,6,2026-10-28,287,88,91,267
667,7,7,2026-10-29,120,47,109,29
668,8,8,2026-10-30,101,29,127,0
669,9,9,2026-10-31,169,82,135,128
670,10,10,2026-11-01,46,24,109,0
671,11,1,2026-11-02,254,108,125,279
672,12,2,2026-11-03,269,116,147,176
673,13,3,2026-11-04,274,100,114,204
674,14,4,2026-11-05,230,87,111,211
675,15,5,2026-11-06,229,96,90,214
676,16,6,2026-11-07,226,79,121,182
677,17,7,2026-11-08,103,51,103,39
678,18,8,2026-11-09,111,54,114,50
679,19,9,2026-11-10,174,80,92,152
680,20,10,2026-11-11,61,17,101,0
681,1,1,2026-11-12,241,116,122,282
682,2,2,2026-11-13,226,105,88,284
683,3,3,2026-11-14,228,92,144,163
684,4,4,2026-11-15,209,101,103,212
685,5,5,2026-11-16,284,101,137,192
686,6,6,2026-11-17,220,83,129,165
687,7,7,2026-11-18,88,47,130,18
688,8,8,2026-11-19,111,58,128,39
689,9,9,2026-11-20,205,64,120,104
690,10,10,2026-11-21,48,23,97,0
691,11,1,2026-11-22,216,89,110,215
692,12,2,2026-11-23,226,115,132,215
693,13,3,2026-11-24,278,107,89,298
694,14,4,2026-11-25,254,102,141,246
695,15,5,2026-11-26,235,73,132,233
696,16,6,2026-11-27,241,84,130,156
697,17,7,2026-11-28,108,29,103,23
698,18,8,2026-11-29,113,31,109,38
699,19,9,2026-11-30,160,74,117,164
700,20,10,2026-12-01,41,36,137,0
701,1,1,2026-12-02,246,100,145,185
702,2,2,2026-12-03,234,109,94,279
703,3,3,2026-12-04,218,107,146,208
704,4,4,2026-12-05,216,86,83,256
705,5,5,2026-12-06,240,113,134,217
706,6,6,2026-12-07,236,88,116,238
707,7,7,2026-12-08,83,56,110,65
708,8,8,2026-12-09,100,27,110,36
709,9,9,2026-12-10,206,77,137,118
710,10,10,2026-12-11,72,20,144,0
711,11,1,2026-12-12,265,120,102,218
712,12,2,2026-12-13,235,120,86,292
713,13,3,2026-12-14,287,117,135,252
714,14,4,2026-12-15,284,86,113,183
715,15,5,2026-12-16,276,97,106,249
716,16,6,2026-12-17,228,93,131,203
717,17,7,2026-12-18,90,20,85,28
718,18,8,2026-12-19,117,41,93,39
719,19,9,2026-12-20,163,83,150,133
720,20,10,2026-12-21,70,27,108,0
721,1,1,2026-12-22,246,92,118,262
722,2,2,2026-12-23,272,93,101,250
723,3,3,2026-12-24,207,73,149,215
724,4,4,2026-12-25,278,100,125,225
725,5,5,2026-12-26,283,108,83,316
726,6,6,2026-12-27,296,113,119,203
727,7,7,2026-12-28,84,23,90,50
728,8,8,2026-12-29,88,43,89,56
729,9,9,2026-12-30,205,54,98,126
730,10,10,2026-12-31,80,12,94,0
731,11,1,2027-01-01,283,95,95,235
732,12,2,2027-01-02,274,114,90,322
733,13,3,2027-01-03,258,71,94,247
734,14,4,2027-01-04,248,80,128,230
735,15,5,2027-01-05,278,76,81,222
736,16,6,2027-01-06,233,89,90,251
737,17,7,2027-01-07,106,51,136,13
738,18,8,2027-01-08,95,41,88,42
739,19,9,2027-01-09,206,85,91,171
740,20,10,2027-01-10,62,15,127,0
741,1,1,2027-01-11,213,107,134,188
742,2,2,2027-01-12,278,86,118,248
743,3,3,2027-01-13,226,100,121,191
744,4,4,2027-01-14,257,89,104,185
745,5,5,2027-01-15,228,108,89,248
746,6,6,2027-01-16,277,117,126,210
747,7,7,2027-01-17,117,28,122,19
748,8,8,2027-01-18,87,58,127,0
749,9,9,2027-01-19,197,80,145,97
750,10,10,2027-01-20,44,14,103,0
751,11,1,2027-01-21,237,94,130,230
752,12,2,2027-01-22,243,114,99,275
753,13,3,2027-01-23,255,93,135,239
754,14,4,2027-01-24,280,93,102,251
755,15,5,2027-01-25,297,116,88,231
756,16,6,2027-01-26,296,104,120,245
757,17,7,2027-01-27,118,41,98,38
758,18,8,2027-01-28,97,23,110,30
759,19,9,2027-01-29,167,86,88,185
760,20,10,2027-01-30,74,36,148,0
761,1,1,2027-01-31,208,71,94,258
762,2,2,2027-02-01,240,120,123,283
763,3,3,2027-02-02,291,92,99,205
764,4,4,2027-02-03,212,115,140,246
765,5,5,2027-02-04,230,108,84,288
766,6,6,2027-02-05,211,94,90,272
767,7,7,2027-02-06,94,51,120,47
768,8,8,2027-02-07,80,37,126,6
769,9,9,2027-02-08,152,58,86,182
770,10,10,2027-02-09,57,38,94,4
771,11,1,2027-02-10,233,113,139,261
772,12,2,2027-02-11,261,87,135,193
773,13,3,2027-02-12,283,104,107,280
774,14,4,2027-02-13,239,71,111,238
775,15,5,2027-02-14,287,83,95,267
776,16,6,2027-02-15,298,82,114,244
777,17,7,2027-02-16,118,36,115,16
778,18,8,2027-02-17,97,53,106,42
779,19,9,2027-02-18,159,77,82,174
780,20,10,2027-02-19,64,10,107,0
781,1,1,2027-02-20,220,107,95,276
782,2,2,2027-02-21,283,93,145,243
783,3,3,2027-02-22,211,111,99,255
784,4,4,2027-02-23,204,101,121,214
785,5,5,2027-02-24,282,84,86,241
786,6,6,2027-02-25,262,73,80,258
787,7,7,2027-02-26,92,45,122,31
788,8,8,2027-02-27,81,20,149,0
789,9,9,2027-02-28,152,68,114,134
790,10,10,2027-03-01,49,25,150,0
791,11,1,2027-03-02,264,107,126,251
792,12,2,2027-03-03,203,73,139,171
793,13,3,2027-03-04,256,89,124,255
794,14,4,2027-03-05,281,115,134,186
795,15,5,2027-03-06,277,110,96,282
796,16,6,2027-03-07,275,111,116,201
797,17,7,2027-03-08,115,27,86,0
798,18,8,2027-03-09,101,21,106,0
799,19,9,2027-03-10,164,73,98,146
800,20,10,2027-03-11,57,40,129,0
801,1,1,2027-03-12,289,101,120,192
802,2,2,2027-03-13,287,98,145,234
803,3,3,2027-03-14,273,112,104,276
804,4,4,2027-03-15,256,91,100,276
805,5,5,2027-03-16,211,91,106,192
806,6,6,2027-03-17,281,97,133,171
807,7,7,2027-03-18,81,24,138,0
808,8,8,2027-03-19,108,29,125,13
809,9,9,2027-03-20,166,70,94,145
810,10,10,2027-03-21,71,27,89,2
811,11,1,2027-03-22,253,74,99,254
812,12,2,2027-03-23,278,84,87,217
813,13,3,2027-03-24,225,98,143,187
814,14,4,2027-03-25,233,115,112,218
815,15,5,2027-03-26,296,85,129,166
816,16,6,2027-03-27,215,80,148,222
817,17,7,2027-03-28,90,53,127,38
818,18,8,2027-03-29,117,36,99,0
819,19,9,2027-03-30,187,88,81,179
820,20,10,2027-03-31,62,32,101,0
821,1,1,2027-04-01,208,105,90,273
822,2,2,2027-04-02,273,82,101,211
823,3,3,2027-04-03,247,116,106,249
824,4,4,2027-04-04,206,76,138,142
825,5,5,2027-04-05,283,93,105,254
826,6,6,2027-04-06,205,111,130,280
827,7,7,2027-04-07,109,58,139,7
828,8,8,2027-04-08,111,41,121,33
829,9,9,2027-04-09,159,54,110,112
830,10,10,2027-04-10,64,24,132,0
831,11,1,2027-04-11,270,114,128,218
832,12,2,2027-04-12,297,102,124,183
833,13,3,2027-04-13,281,120,85,326
834,14,4,2027-04-14,259,107,92,315
835,15,5,2027-04-15,284,76,129,213
836,16,6,2027-04-16,252,94,114,230
837,17,7,2027-04-17,89,52,108,34
838,18,8,2027-04-18,86,39,132,9
839,19,9,2027-04-19,184,61,131,92
840,20,10,2027-04-20,46,12,111,0
841,1,1,2027-04-21,262,116,87,259
842,2,2,2027-04-22,271,92,122,235
843,3,3,2027-04-23,204,93,126,246
844,4,4,2027-04-24,232,95,110,204
845,5,5,2027-04-25,293,93,87,292
846,6,6,2027-04-26,213,98,105,199
847,7,7,2027-04-27,99,22,85,30
848,8,8,2027-04-28,88,58,122,51
849,9,9,2027-04-29,178,64,106,114
850,10,10,2027-04-30,58,29,96,0
851,11,1,2027-05-01,226,79,88,213
852,12,2,2027-05-02,213,90,146,185
853,13,3,2027-05-03,264,85,99,217
854,14,4,2027-05-04,269,96,136,184
855,15,5,2027-05-05,237,112,102,295
856,16,6,2027-05-06,208,78,125,197
857,17,7,2027-05-07,110,50,126,8
858,18,8,2027-05-08,81,48,149,0
859,19,9,2027-05-09,181,64,138,122
860,20,10,2027-05-10,79,17,88,7
861,1,1,2027-05-11,208,92,110,195
862,2,2,2027-05-12,299,92,109,225
863,3,3,2027-05-13,276,76,111,244
864,4,4,2027-05-14,202,109,149,187
865,5,5,2027-05-15,285,81,115,252
866,6,6,2027-05-16,243,88,136,217
867,7,7,2027-05-17,81,51,97,67
868,8,8,2027-05-18,112,29,101,26
869,9,9,2027-05-19,154,54,88,155
870,10,10,2027-05-20,71,29,147,0
871,11,1,2027-05-21,292,80,143,195
872,12,2,2027-05-22,282,77,97,250
873,13,3,2027-05-23,222,83,110,232
874,14,4,2027-05-24,283,89,115,249
875,15,5,2027-05-25,288,120,96,225
876,16,6,2027-05-26,236,74,90,284
877,17,7,2027-05-27,106,24,108,23
878,18,8,2027-05-28,116,26,124,10
879,19,9,2027-05-29,194,88,124,160
880,20,10,2027-05-30,72,20,87,13
881,1,1,2027-05-31,274,110,136,222
882,2,2,2027-06-01,231,95,144,238
883,3,3,2027-06-02,289,70,122,203
884,4,4,2027-06-03,232,106,148,214
885,5,5,2027-06-04,247,74,121,245
886,6,6,2027-06-05,290,91,128,169
887,7,7,2027-06-06,114,48,94,41
888,8,8,2027-06-07,104,40,83,64
889,9,9,2027-06-08,175,81,140,114
890,10,10,2027-06-09,56,29,83,0
891,11,1,2027-06-10,297,120,93,289
892,12,2,2027-06-11,261,109,144,175
893,13,3,2027-06-12,250,94,150,242
894,14,4,2027-06-13,204,95,113,277
895,15,5,2027-06-14,274,118,94,309
896,16,6,2027-06-15,244,82,92,288
897,17,7,2027-06-16,93,29,110,21
898,18,8,2027-06-17,86,30,85,47
899,19,9,2027-06-18,200,66,89,148
900,20,10,2027-06-19,74,26,144,0
901,1,1,2027-06-20,237,75,129,176
902,2,2,2027-06-21,233,101,139,195
903,3,3,2027-06-22,207,100,147,219
904,4,4,2027-06-23,238,111,132,188
905,5,5,2027-06-24,212,114,114,297
906,6,6,2027-06-25,239,74,137,173
907,7,7,2027-06-26,102,47,134,0
908,8,8,2027-06-27,92,35,131,15
909,9,9,2027-06-28,186,58,121,91
910,10,10,2027-06-29,60,16,120,0
911,11,1,2027-06-30,258,101,139,200
912,12,2,2027-07-01,245,93,106,221
913,13,3,2027-07-02,241,96,140,212
914,14,4,2027-07-03,270,78,88,207
915,15,5,2027-07-04,242,100,88,283
916,16,6,2027-07-05,280,101,96,205
917,17,7,2027-07-06,120,24,147,0
918,18,8,2027-07-07,113,32,142,9
919,19,9,2027-07-08,179,65,91,152
920,20,10,2027-07-09,60,18,103,0
921,1,1,2027-07-10,289,81,145,205
922,2,2,2027-07-11,280,96,80,256
923,3,3,2027-07-12,273,78,97,226
924,4,4,2027-07-13,235,81,113,219
925,5,5,2027-07-14,253,90,81,231
926,6,6,2027-07-15,231,77,97,239
927,7,7,2027-07-16,81,30,135,10
928,8,8,2027-07-17,89,51,106,64
929,9,9,2027-07-18,181,82,124,115
930,10,10,2027-07-19,56,18,112,0
931,11,1,2027-07-20,283,95,123,178
932,12,2,2027-07-21,267,100,91,295
933,13,3,2027-07-22,251,100,136,206
934,14,4,2027-07-23,294,99,110,252
935,15,5,2027-07-24,280,85,130,223
936,16,6,2027-07-25,266,74,107,234
937,17,7,2027-07-26,102,57,94,0
938,18,8,2027-07-27,86,54,104,0
939,19,9,2027-07-28,194,64,98,170
940,20,10,2027-07-29,72,18,98,0
941,1,1,2027-07-30,267,95,109,257
942,2,2,2027-07-31,238,105,141,219
943,3,3,2027-08-01,297,88,104,253
944,4,4,2027-08-02,221,116,101,270
945,5,5,2027-08-03,228,84,112,179
946,6,6,2027-08-04,267,101,135,198
947,7,7,2027-08-05,98,34,111,24
948,8,8,2027-08-06,113,38,106,0
949,9,9,2027-08-07,164,65,92,136
950,10,10,2027-08-08,42,40,145,0
951,11,1,2027-08-09,207,110,100,235
952,12,2,2027-08-10,279,105,134,179
953,13,3,2027-08-11,237,113,120,273
954,14,4,2027-08-12,213,73,142,184
955,15,5,2027-08-13,291,102,138,209
956,16,6,2027-08-14,279,103,112,282
957,17,7,2027-08-15,103,41,105,19
958,18,8,2027-08-16,81,30,89,51
959,19,9,2027-08-17,210,56,91,154
960,20,10,2027-08-18,41,13,125,0
961,1,1,2027-08-19,270,107,104,255
962,2,2,2027-08-20,223,108,133,225
963,3,3,2027-08-21,252,90,148,207
964,4,4,2027-08-22,241,83,146,167
965,5,5,2027-08-23,250,103,103,292
966,6,6,2027-08-24,221,113,89,309
967,7,7,2027-08-25,93,38,133,0
968,8,8,2027-08-26,81,40,82,0
969,9,9,2027-08-27,186,81,90,197
970,10,10,2027-08-28,65,13,138,0
971,11,1,2027-08-29,233,118,136,210
972,12,2,2027-08-30,224,116,112,233
973,13,3,2027-08-31,293,87,118,267
974,14,4,2027-09-01,269,74,142,134
975,15,5,2027-09-02,265,75,97,251
976,16,6,2027-09-03,221,97,147,243
977,17,7,2027-09-04,80,47,141,0
978,18,8,2027-09-05,114,29,131,0
979,19,9,2027-09-06,176,74,133,91
980,20,10,2027-09-07,51,26,120,0
981,1,1,2027-09-08,223,100,131,173
982,2,2,2027-09-09,284,88,89,229
983,3,3,2027-09-10,229,98,108,196
984,4,4,2027-09-11,285,102,105,279
985,5,5,2027-09-12,245,80,92,231
986,6,6,2027-09-13,290,119,142,190
987,7,7,2027-09-14,82,34,134,18
988,8,8,2027-09-15,90,55,102,0
989,9,9,2027-09-16,194,82,131,158
990,10,10,2027-09-17,75,22,144,0
991,11,1,2027-09-18,264,88,122,169
992,12,2,2027-09-19,254,76,139,218
993,13,3,2027-09-20,264,115,88,293
994,14,4,2027-09-21,277,71,145,189
995,15,5,2027-09-22,201,79,135,207
996,16,6,2027-09-23,229,87,81,271
997,17,7,2027-09-24,80,38,137,6
998,18,8,2027-09-25,96,57,138,5
999,19,9,2027-09-26,199,57,86,149
1000,20,10,2027-09-27,68,40,107,0
1001,21,1,2027-09-28,236,102,64,262
1002,22,2,2027-09-29,206,104,46,322
1003,23,3,2027-09-30,271,77,88,268
1004,24,4,2027-10-01,202,88,42,298
1005,25,5,2027-10-02,208,81,42,328
1006,26,6,2027-10-03,289,94,42,352
1007,27,7,2027-10-04,119,20,82,49
1008,28,8,2027-10-05,92,57,65,72
1009,29,9,2027-10-06,166,50,58,161
1010,30,10,2027-10-07,45,40,84,9
1011,31,1,2027-10-08,248,80,75,232
1012,32,2,2027-10-09,292,108,69,312
1013,33,3,2027-10-10,223,84,81,237
1014,34,4,2027-10-11,251,112,83,241
1015,35,5,2027-10-12,236,104,57,270
1016,36,6,2027-10-13,219,78,61,236
1017,37,7,2027-10-14,85,60,78,89
1018,38,8,2027-10-15,81,23,64,0
1019,39,9,2027-10-16,168,55,85,127
1020,40,10,2027-10-17,47,11,69,0
1021,41,1,2027-10-18,200,103,55,288
1022,42,2,2027-10-19,235,95,87,305
1023,43,3,2027-10-20,264,98,61,323
1024,44,4,2027-10-21,241,112,84,309
1025,45,5,2027-10-22,219,85,75,280
1026,46,6,2027-10-23,290,86,69,255
1027,47,7,2027-10-24,110,31,40,86
1028,48,8,2027-10-25,80,40,89,0
1029,49,9,2027-10-26,209,88,85,176
1030,50,10,2027-10-27,72,11,87,0
1031,51,1,2027-10-28,283,70,56,244
1032,52,2,2027-10-29,225,108,46,284
1033,53,3,2027-10-30,212,81,62,288
1034,54,4,2027-10-31,217,87,89,256
1035,55,5,2027-11-01,269,89,82,245
1036,56,6,2027-11-02,247,91,80,220
1037,57,7,2027-11-03,110,21,65,61
1038,58,8,2027-11-04,118,43,69,70
1039,59,9,2027-11-05,166,71,72,179
1040,60,10,2027-11-06,43,39,72,18
1041,61,1,2027-11-07,270,111,22,349
1042,62,2,2027-11-08,249,92,33,295
1043,63,3,2027-11-09,288,101,26,375
1044,64,4,2027-11-10,292,100,40,350
1045,65,5,2027-11-11,283,103,33,366
1046,66,6,2027-11-12,236,113,21,324
1047,67,7,2027-11-13,119,30,11,115
1048,68,8,2027-11-14,92,44,11,0
1049,69,9,2027-11-15,191,85,14,234
1050,70,10,2027-11-16,66,20,35,48
1051,71,1,2027-11-17,212,75,10,343
1052,72,2,2027-11-18,274,119,11,385
1053,73,3,2027-11-19,220,119,30,293
1054,74,4,2027-11-20,265,108,10,314
1055,75,5,2027-11-21,238,93,15,333
1056,76,6,2027-11-22,219,80,19,330
1057,77,7,2027-11-23,89,41,38,104
1058,78,8,2027-11-24,83,25,38,84
1059,79,9,2027-11-25,210,65,21,220
1060,80,10,2027-11-26,78,15,26,52
1061,81,1,2027-11-27,211,95,15,329
1062,82,2,2027-11-28,233,70,37,281
1063,83,3,2027-11-29,238,94,34,305
1064,84,4,2027-11-30,228,97,19,320
1065,85,5,2027-12-01,221,73,29,299
1066,86,6,2027-12-02,299,80,36,312
1067,87,7,2027-12-03,102,47,30,110
1068,88,8,2027-12-04,100,32,11,140
1069,89,9,2027-12-05,174,85,30,265
1070,90,10,2027-12-06,64,32,35,0
1071,91,1,2027-12-07,209,82,23,356
1072,92,2,2027-12-08,270,91,18,332
1073,93,3,2027-12-09,294,75,39,276
1074,94,4,2027-12-10,249,93,31,286
1075,95,5,2027-12-11,300,117,36,370
1076,96,6,2027-12-12,223,116,22,312
1077,97,7,2027-12-13,104,47,23,104
1078,98,8,2027-12-14,82,37,20,128
1079,99,9,2027-12-15,209,88,38,252
1080,100,10,2027-12-16,61,35,38,0
1081,21,1,2027-12-17,297,81,44,277
1082,22,2,2027-12-18,279,98,63,312
1083,23,3,2027-12-19,223,76,67,231
1084,24,4,2027-12-20,242,86,49,308
1085,25,5,2027-12-21,271,110,88,253
1086,26,6,2027-12-22,290,74,67,226
1087,27,7,2027-12-23,106,35,63,84
1088,28,8,2027-12-24,100,41,48,97
1089,29,9,2027-12-25,178,69,90,137
1090,30,10,2027-12-26,79,39,84,1
1091,31,1,2027-12-27,260,111,72,284
1092,32,2,2027-12-28,222,77,68,277
1093,33,3,2027-12-29,292,117,67,291
1094,34,4,2027-12-30,282,90,76,249
1095,35,5,2027-12-31,216,85,65,274
1096,36,6,2028-01-01,202,93,88,205
1097,37,7,2028-01-02,80,39,47,89
1098,38,8,2028-01-03,113,60,54,0
1099,39,9,2028-01-04,177,60,59,181
1100,40,10,2028-01-05,49,20,76,0
1101,41,1,2028-01-06,216,115,52,357
1102,42,2,2028-01-07,291,116,82,275
1103,43,3,2028-01-08,215,86,82,264
1104,44,4,2028-01-09,294,72,75,248
1105,45,5,2028-01-10,275,107,84,274
1106,46,6,2028-01-11,236,106,57,290
1107,47,7,2028-01-12,81,35,44,74
1108,48,8,2028-01-13,115,21,75,47
1109,49,9,2028-01-14,183,63,48,165
1110,50,10,2028-01-15,58,19,54,35
1111,51,1,2028-01-16,221,105,77,228
1112,52,2,2028-01-17,274,83,81,216
1113,53,3,2028-01-18,260,88,76,244
1114,54,4,2028-01-19,201,77,65,254
1115,55,5,2028-01-20,284,120,89,310
1116,56,6,2028-01-21,233,93,82,211
1117,57,7,2028-01-22,117,50,44,106
1118,58,8,2028-01-23,115,52,45,101
1119,59,9,2028-01-24,163,85,60,176
1120,60,10,2028-01-25,50,28,56,25
1121,61,1,2028-01-26,231,82,33,297
1122,62,2,2028-01-27,206,80,33,295
1123,63,3,2028-01-28,227,71,38,325
1124,64,4,2028-01-29,263,77,23,300
1125,65,5,2028-01-30,217,74,19,267
1126,66,6,2028-01-31,215,87,25,344
1127,67,7,2028-02-01,118,39,38,88
1128,68,8,2028-02-02,111,27,35,0
1129,69,9,2028-02-03,155,80,33,248
1130,70,10,2028-02-04,80,37,26,72
1131,71,1,2028-02-05,279,104,12,310
1132,72,2,2028-02-06,258,106,28,367
1133,73,3,2028-02-07,208,105,33,301
1134,74,4,2028-02-08,245,95,40,255
1135,75,5,2028-02-09,276,85,33,264
1136,76,6,2028-02-10,222,90,27,288
1137,77,7,2028-02-11,90,32,10,114
1138,78,8,2028-02-12,91,25,33,93
1139,79,9,2028-02-13,156,63,31,213
1140,80,10,2028-02-14,79,10,31,0
1141,81,1,2028-02-15,281,106,26,303
1142,82,2,2028-02-16,240,103,25,324
1143,83,3,2028-02-17,222,90,31,304
1144,84,4,2028-02-18,202,101,36,365
1145,85,5,2028-02-19,248,91,39,286
1146,86,6,2028-02-20,212,80,24,332
1147,87,7,2028-02-21,108,53,20,0
1148,88,8,2028-02-22,97,47,36,110
1149,89,9,2028-02-23,167,55,39,170
1150,90,10,2028-02-24,57,34,31,62
1151,91,1,2028-02-25,271,81,33,254
1152,92,2,2028-02-26,244,105,23,338
1153,93,3,2028-02-27,246,115,13,330
1154,94,4,2028-02-28,240,70,14,299
1155,95,5,2028-02-29,233,92,12,306
1156,96,6,2028-03-01,214,95,33,352
1157,97,7,2028-03-02,106,60,12,161
1158,98,8,2028-03-03,80,41,23,129
1159,99,9,2028-03-04,151,66,38,233
1160,100,10,2028-03-05,45,23,25,55
1161,21,1,2028-03-06,211,117,43,332
1162,22,2,2028-03-07,270,71,74,272
1163,23,3,2028-03-08,284,74,56,295
1164,24,4,2028-03-09,256,77,69,278
1165,25,5,2028-03-10,276,81,56,266
1166,26,6,2028-03-11,201,112,69,336
1167,27,7,2028-03-12,103,30,47,74
1168,28,8,2028-03-13,109,46,40,0
1169,29,9,2028-03-14,168,72,49,227
1170,30,10,2028-03-15,68,28,74,0
1171,31,1,2028-03-16,263,92,72,251
1172,32,2,2028-03-17,236,102,46,304
1173,33,3,2028-03-18,244,70,62,257
1174,34,4,2028-03-19,270,116,50,313
1175,35,5,2028-03-20,292,101,58,261
1176,36,6,2028-03-21,230,89,46,272
1177,37,7,2028-03-22,91,25,84,48
1178,38,8,2028-03-23,116,58,75,0
1179,39,9,2028-03-24,169,74,68,192
1180,40,10,2028-03-25,71,32,54,18
1181,41,1,2028-03-26,289,71,85,271
1182,42,2,2028-03-27,297,70,46,233
1183,43,3,2028-03-28,252,94,77,234
1184,44,4,2028-03-29,232,77,61,233
1185,45,5,2028-03-30,287,115,85,299
1186,46,6,2028-03-31,253,106,48,274
1187,47,7,2028-04-01,116,47,78,0
1188,48,8,2028-04-02,80,24,44,75
1189,49,9,2028-04-03,172,57,75,161
1190,50,10,2028-04-04,75,11,88,0
1191,51,1,2028-04-05,250,117,62,265
1192,52,2,2028-04-06,286,78,58,230
1193,53,3,2028-04-07,267,94,55,278
1194,54,4,2028-04-08,259,108,75,249
1195,55,5,2028-04-09,287,120,75,245
1196,56,6,2028-04-10,201,118,87,272
1197,57,7,2028-04-11,80,27,75,0
1198,58,8,2028-04-12,108,31,44,89
1199,59,9,2028-04-13,171,56,72,184
1200,60,10,2028-04-14,55,23,67,0
1201,61,1,2028-04-15,295,107,15,309
1202,62,2,2028-04-16,218,116,15,309
1203,63,3,2028-04-17,201,108,22,295
1204,64,4,2028-04-18,210,84,19,338
1205,65,5,2028-04-19,224,85,16,293
1206,66,6,2028-04-20,220,109,12,326
1207,67,7,2028-04-21,84,26,35,110
1208,68,8,2028-04-22,87,29,33,111
1209,69,9,2028-04-23,175,57,12,227
1210,70,10,2028-04-24,61,13,30,27
1211,71,1,2028-04-25,200,88,22,323
1212,72,2,2028-04-26,214,96,27,300
1213,73,3,2028-04-27,292,119,16,348
1214,74,4,2028-04-28,257,86,25,324
1215,75,5,2028-04-29,202,100,16,310
1216,76,6,2028-04-30,220,120,18,318
1217,77,7,2028-05-01,94,34,28,94
1218,78,8,2028-05-02,110,41,22,104
1219,79,9,2028-05-03,152,87,29,208
1220,80,10,2028-05-04,70,35,23,0
1221,81,1,2028-05-05,297,109,15,353
1222,82,2,2028-05-06,283,118,16,392
1223,83,3,2028-05-07,278,118,32,299
1224,84,4,2028-05-08,255,91,19,284
1225,85,5,2028-05-09,217,101,35,313
1226,86,6,2028-05-10,262,98,39,284
1227,87,7,2028-05-11,94,50,30,116
1228,88,8,2028-05-12,81,24,29,90
1229,89,9,2028-05-13,151,59,24,227
1230,90,10,2028-05-14,79,26,13,85
1231,91,1,2028-05-15,224,105,38,316
1232,92,2,2028-05-16,216,90,39,266
1233,93,3,2028-05-17,232,84,29,310
1234,94,4,2028-05-18,288,110,18,306
1235,95,5,2028-05-19,275,109,27,371
1236,96,6,2028-05-20,275,91,29,265
1237,97,7,2028-05-21,103,55,37,0
1238,98,8,2028-05-22,119,35,18,117
1239,99,9,2028-05-23,174,81,18,228
1240,100,10,2028-05-24,61,21,39,55
1241,21,1,2028-05-25,238,99,62,313
1242,22,2,2028-05-26,296,102,78,298
1243,23,3,2028-05-27,234,88,77,243
1244,24,4,2028-05-28,285,104,48,350
1245,25,5,2028-05-29,288,119,61,327
1246,26,6,2028-05-30,288,73,54,299
1247,27,7,2028-05-31,109,40,46,97
1248,28,8,2028-06-01,83,40,79,79
1249,29,9,2028-06-02,202,66,49,217
1250,30,10,2028-06-03,40,17,47,0
1251,31,1,2028-06-04,239,75,49,311
1252,32,2,2028-06-05,260,99,58,258
1253,33,3,2028-06-06,294,99,76,293
1254,34,4,2028-06-07,203,97,61,268
1255,35,5,2028-06-08,262,101,68,250
1256,36,6,2028-06-09,296,71,76,251
1257,37,7,2028-06-10,111,57,80,62
1258,38,8,2028-06-11,113,54,83,69
1259,39,9,2028-06-12,175,74,50,213
1260,40,10,2028-06-13,67,11,55,32
1261,41,1,2028-06-14,252,78,70,208
1262,42,2,2028-06-15,230,70,72,198
1263,43,3,2028-06-16,217,81,54,265
1264,44,4,2028-06-17,225,73,56,256
1265,45,5,2028-06-18,271,102,43,278
1266,46,6,2028-06-19,270,75,42,250
1267,47,7,2028-06-20,105,57,88,72
1268,48,8,2028-06-21,109,58,57,108
1269,49,9,2028-06-22,159,55,59,150
1270,50,10,2028-06-23,41,17,90,0
1271,51,1,2028-06-24,206,82,45,263
1272,52,2,2028-06-25,240,73,55,294
1273,53,3,2028-06-26,226,97,61,251
1274,54,4,2028-06-27,242,117,52,353
1275,55,5,2028-06-28,293,105,63,302
1276,56,6,2028-06-29,248,97,70,281
1277,57,7,2028-06-30,88,43,40,98
1278,58,8,2028-07-01,117,44,62,88
1279,59,9,2028-07-02,201,75,86,139
1280,60,10,2028-07-03,76,34,67,17
1281,61,1,2028-07-04,230,79,21,281
1282,62,2,2028-07-05,275,91,21,348
1283,63,3,2028-07-06,215,108,19,339
1284,64,4,2028-07-07,287,84,13,276
1285,65,5,2028-07-08,236,107,22,309
1286,66,6,2028-07-09,227,117,38,303
1287,67,7,2028-07-10,82,38,12,134
1288,68,8,2028-07-11,119,28,20,119
1289,69,9,2028-07-12,168,89,17,252
1290,70,10,2028-07-13,44,36,15,0
1291,71,1,2028-07-14,252,90,18,307
1292,72,2,2028-07-15,234,89,40,300
1293,73,3,2028-07-16,220,85,38,345
1294,74,4,2028-07-17,298,114,25,304
1295,75,5,2028-07-18,294,97,27,355
1296,76,6,2028-07-19,285,111,24,347
1297,77,7,2028-07-20,106,48,14,150
1298,78,8,2028-07-21,88,26,17,111
1299,79,9,2028-07-22,203,77,31,198
1300,80,10,2028-07-23,75,36,33,76
1301,81,1,2028-07-24,291,71,14,266
1302,82,2,2028-07-25,214,92,28,347
1303,83,3,2028-07-26,205,89,24,360
1304,84,4,2028-07-27,236,104,29,351
1305,85,5,2028-07-28,268,88,28,328
1306,86,6,2028-07-29,265,113,38,326
1307,87,7,2028-07-30,87,39,24,108
1308,88,8,2028-07-31,94,54,11,0
1309,89,9,2028-08-01,197,71,37,244
1310,90,10,2028-08-02,46,31,26,0
1311,91,1,2028-08-03,298,88,29,286
